ma_don,buoc,thu_tu,timestamp,user,co_chung_tu
DH00059,giao_hang,6,2026-02-26T02:00:00,kho01,Y
DH00059,thanh_toan,7,2026-02-27T05:00:00,kd01,Y
DH00060,tham_dinh_da,1,2026-02-25T02:00:00,tgd,N
DH00060,tgd_duyet,2,2026-02-26T07:00:00,kho01,Y
DH00060,xac_nhan_coc,3,2026-02-27T01:00:00,kd01,N
DH00060,check_cong_no,4,2026-02-28T06:00:00,kd01,Y
DH00060,dat_don,5,2026-03-01T02:00:00,tgd,Y
DH00060,giao_hang,6,2026-03-02T06:00:00,tgd,Y
DH00060,thanh_toan,7,2026-03-03T02:00:00,kho01,Y
DH00061,tham_dinh_da,1,2026-05-29T05:00:00,tgd,N
DH00061,tgd_duyet,2,2026-05-30T04:00:00,kt01,N
DH00061,xac_nhan_coc,3,2026-05-31T05:00:00,kho01,Y
DH00061,check_cong_no,4,2026-06-01T07:00:00,kd01,Y
DH00061,dat_don,5,2026-06-02T05:00:00,tgd,Y
DH00061,giao_hang,6,2026-06-03T08:00:00,kho01,N
DH00061,thanh_toan,7,2026-06-04T06:00:00,kt01,Y
DH00062,tham_dinh_da,1,2026-06-13T08:00:00,kt01,N
DH00062,tgd_duyet,2,2026-06-14T07:00:00,tgd,N
DH00062,xac_nhan_coc,3,2026-06-15T07:00:00,tgd,Y
DH00062,check_cong_no,4,2026-06-16T04:00:00,kd01,Y
DH00062,dat_don,5,2026-06-17T06:00:00,kd01,N
DH00062,giao_hang,6,2026-06-18T05:00:00,kt01,Y
DH00062,thanh_toan,7,2026-06-19T04:00:00,kd01,N
DH00063,tham_dinh_da,1,2026-04-02T02:00:00,kd01,Y
DH00063,tgd_duyet,2,2026-04-03T04:00:00,kt01,Y
DH00063,xac_nhan_coc,3,2026-04-04T01:00:00,kho01,N
DH00063,check_cong_no,4,2026-04-05T08:00:00,tgd,Y
DH00063,dat_don,5,2026-04-06T02:00:00,tgd,Y
DH00063,giao_hang,6,2026-04-07T02:00:00,kd01,Y
DH00063,thanh_toan,7,2026-04-08T04:00:00,kho01,Y
DH00064,tham_dinh_da,1,2026-03-15T00:00:00,kt01,Y
DH00064,tgd_duyet,2,2026-03-16T08:00:00,kho01,Y
DH00064,xac_nhan_coc,3,2026-03-17T07:00:00,kd01,Y
DH00064,check_cong_no,4,2026-03-18T02:00:00,tgd,Y
DH00064,dat_don,5,2026-03-19T05:00:00,kd01,Y
DH00064,giao_hang,6,2026-03-20T07:00:00,kt01,Y
DH00064,thanh_toan,7,2026-03-21T00:00:00,tgd,N
DH00065,tham_dinh_da,1,2026-03-21T04:00:00,kd01,Y
DH00065,tgd_duyet,2,2026-03-22T08:00:00,tgd,N
DH00065,xac_nhan_coc,3,2026-03-23T00:00:00,kho01,Y
DH00065,check_cong_no,4,2026-03-24T08:00:00,kt01,N
DH00065,dat_don,5,2026-03-25T04:00:00,kho01,N
DH00065,giao_hang,6,2026-03-26T02:00:00,kd01,N
DH00065,thanh_toan,7,2026-03-27T04:00:00,kd01,Y
DH00066,tham_dinh_da,1,2026-04-30T00:00:00,kd01,Y
DH00066,tgd_duyet,2,2026-05-01T06:00:00,kho01,Y
DH00066,xac_nhan_coc,3,2026-05-02T04:00:00,tgd,Y
DH00066,check_cong_no,4,2026-05-03T07:00:00,kho01,Y
DH00066,dat_don,5,2026-05-04T05:00:00,kho01,N
DH00066,giao_hang,6,2026-05-05T05:00:00,kho01,N
DH00066,thanh_toan,7,2026-05-06T00:00:00,kho01,N
DH00067,tham_dinh_da,1,2026-02-02T05:00:00,kt01,Y
DH00067,tgd_duyet,2,2026-02-03T04:00:00,kho01,Y
DH00067,xac_nhan_coc,3,2026-02-04T02:00:00,tgd,Y
DH00067,check_cong_no,4,2026-02-05T00:00:00,kd01,Y
DH00067,dat_don,5,2026-02-06T07:00:00,kho01,N
DH00067,giao_hang,6,2026-02-07T04:00:00,kho01,Y
DH00067,thanh_toan,7,2026-02-08T04:00:00,kho01,N
DH00068,tham_dinh_da,1,2026-05-03T00:00:00,kt01,Y
DH00068,tgd_duyet,2,2026-05-04T03:00:00,tgd,N
DH00068,xac_nhan_coc,3,2026-05-05T03:00:00,kt01,Y
DH00068,check_cong_no,4,2026-05-06T06:00:00,kt01,Y
DH00068,dat_don,5,2026-05-07T06:00:00,kho01,Y
DH00068,giao_hang,6,2026-05-08T03:00:00,tgd,Y
DH00068,thanh_toan,7,2026-05-09T03:00:00,kd01,Y
DH00069,tham_dinh_da,1,2026-02-23T07:00:00,kd01,Y
DH00069,tgd_duyet,2,2026-02-24T01:00:00,kt01,Y
DH00069,xac_nhan_coc,3,2026-02-25T05:00:00,kt01,Y
DH00069,check_cong_no,4,2026-02-26T00:00:00,kho01,Y
DH00069,dat_don,5,2026-02-27T01:00:00,kho01,Y
DH00069,giao_hang,6,2026-02-28T05:00:00,kd01,Y
DH00069,thanh_toan,7,2026-03-01T03:00:00,tgd,Y
DH00070,tham_dinh_da,1,2026-06-08T08:00:00,kho01,N
DH00070,tgd_duyet,2,2026-06-09T07:00:00,tgd,N
DH00070,xac_nhan_coc,3,2026-06-10T05:00:00,kho01,N
DH00070,check_cong_no,4,2026-06-11T07:00:00,kho01,Y
DH00070,dat_don,5,2026-06-12T04:00:00,kd01,N
DH00070,giao_hang,6,2026-06-13T04:00:00,kd01,Y
DH00070,thanh_toan,7,2026-06-14T04:00:00,kho01,Y
